Entity,Code,Date,daily_new_confirmed,annotations,icl_mean,ihme_mean,yyg_mean,lshtm_median
India,IND,2020-03-24,52.42857,,5178.69,17753.0186990412,9960.0,481.397048832073
India,IND,2020-03-25,60.714290000000005,,5684.91,18710.923065114,10993.0,545.966321817638
India,IND,2020-03-26,69.14286,,6106.29,19601.3648641561,12130.0,608.6394296152571
India,IND,2020-03-27,76.14286,,6462.7,20445.6550033091,13382.0,655.99972568128
India,IND,2020-03-28,91.71429,,6790.77,21271.739917518502,14759.0,773.4472539503411
India,IND,2020-03-29,94.14286,,7137.86,22110.9369966535,16273.0,777.4793807917
India,IND,2020-03-30,90.28571,,7604.05,22994.889288215098,17934.0,730.677117461739
India,IND,2020-03-31,108.42857,,8103.02,23953.3152732562,19757.0,860.704613170737
India,IND,2020-04-01,119.28571000000001,,8621.64,25012.4076330629,21753.0,929.7938883116921
India,IND,2020-04-02,188.0,,9146.68,26193.5435434569,23935.0,1440.77881382568
India,IND,2020-04-03,225.28571000000002,,9715.4,27512.959875934903,26315.0,1699.8884339506699
India,IND,2020-04-04,289.85714,,10307.04,28982.0898775856,28905.0,2156.51899725096
India,IND,2020-04-05,342.14286,,10944.45,30608.115248023198,31712.0,2513.67920810055
India,IND,2020-04-06,428.0,,11651.05,32394.2788734856,34744.0,3109.7232072823804
India,IND,2020-04-07,452.85714,,12531.06,34339.9461868535,38004.0,3258.61095092219
India,IND,2020-04-08,542.42857,,13430.78,36440.0840945003,41488.0,3870.62877901252
India,IND,2020-04-09,538.42857,,14396.77,38684.2712368378,45189.0,3814.57538289111
India,IND,2020-04-10,587.28571,,15382.67,41055.153768284,49093.0,4135.04199744493
India,IND,2020-04-11,649.28571,,16460.31,43527.0062670083,53177.0,4546.93019041375
India,IND,2020-04-12,711.71429,,17610.43,46064.735106124295,57415.0,4959.88618924564
India,IND,2020-04-13,726.42857,,18847.47,48623.78269879599,61772.0,5039.1419268155605
India,IND,2020-04-14,848.8571400000001,,20184.38,51152.6472976446,66209.0,5861.1284944099
India,IND,2020-04-15,892.0,,21502.33,53598.7984655856,70684.0,6128.42112651672
India,IND,2020-04-16,949.4285699999999,,22554.52,55916.192576061505,75156.0,6486.39447874905
India,IND,2020-04-17,996.4285699999999,,23505.56,58073.296861541,79582.0,6762.9105220560905
India,IND,2020-04-18,990.1428599999999,,24474.58,60058.9594136576,83924.0,6668.03010596375
India,IND,2020-04-19,1050.85714,,25484.3,61883.8437412736,88148.0,7011.48794612098
India,IND,2020-04-20,1159.0,,26663.71,63577.6746359579,92223.0,7648.50832269213
India,IND,2020-04-21,1176.7142900000001,,27818.89,65183.590629207,96127.0,7666.13835392855
India,IND,2020-04-22,1220.85714,,29082.85,66751.6367046865,99844.0,7836.438595905359
India,IND,2020-04-23,1287.57143,,30358.23,68333.2094410734,103366.0,8126.17320561621
India,IND,2020-04-24,1384.2857099999999,,31711.71,69977.2068181754,106694.0,8572.7448005429
India,IND,2020-04-25,1446.85714,,33135.09,71727.5516217594,109832.0,8775.09046644945
India,IND,2020-04-26,1540.57143,,34620.05,73621.8368331932,112792.0,9133.879596013041
India,IND,2020-04-27,1518.14286,,36158.24,75690.66343875769,115590.0,8784.94446839524
India,IND,2020-04-28,1547.85714,,37838.88,77957.8879942692,118244.0,8730.28967305587
India,IND,2020-04-29,1621.14286,,39418.38,80441.983890745,120771.0,8903.14138561671
India,IND,2020-04-30,1665.2857099999999,,40767.43,83157.6103611946,123192.0,8898.931223361351
India,IND,2020-05-01,1709.42857,,41996.88,86117.2111509633,125524.0,8885.713787142231
India,IND,2020-05-02,1832.8571399999998,,43166.74,89332.6888629801,127785.0,9268.22907665906
India,IND,2020-05-03,1926.28571,,44497.74,92816.9561662731,129990.0,9480.31757989577
India,IND,2020-05-04,2091.57143,,45867.59,96584.0594887508,132093.0,10027.3584363124
India,IND,2020-05-05,2428.28571,,47340.36,100648.425373923,134220.0,11354.525095493502
India,IND,2020-05-06,2579.85714,,48954.77,105023.636938975,136339.0,11784.7481328041
India,IND,2020-05-07,2843.14286,,50591.37,109720.282363136,138285.0,12712.3226828984
India,IND,2020-05-08,3042.71429,,52324.17,114743.220118051,140003.0,13346.4997374597
India,IND,2020-05-09,3189.42857,,54143.18,120089.224062607,142014.0,13759.2849386278
India,IND,2020-05-10,3279.85714,,56030.31,125745.055381489,144184.0,13954.500181356001
India,IND,2020-05-11,3517.0,,57937.67,131686.10046117302,146345.0,14801.1706717824
India,IND,2020-05-12,3474.71429,,60024.59,137875.576943831,148482.0,14510.0286884774
India,IND,2020-05-13,3555.71429,,62125.92,144264.311188133,150657.0,14781.606923118301
India,IND,2020-05-14,3578.71429,,64377.94,150790.95056007,152870.0,14860.463356338201
India,IND,2020-05-15,3661.14286,,66652.33,157381.988966348,155229.0,15238.0034225147
India,IND,2020-05-16,3754.0,,69035.92,163952.522832111,157647.0,15715.3042668981
India,IND,2020-05-17,3998.28571,,71607.73,170407.52680611098,160118.0,16893.899951184198
India,IND,2020-05-18,4145.28571,,74351.93,176644.589601315,162640.0,17738.992433921998
India,IND,2020-05-19,4340.42857,,77057.36,182558.78347383603,165231.0,18874.467869281598
India,IND,2020-05-20,4638.42857,,79971.64,188050.30245866897,167910.0,20561.8383318147
India,IND,2020-05-21,4908.0,,83019.17,193032.130331759,170678.0,22244.725210855802
India,IND,2020-05-22,5211.0,,86163.58,197436.591772035,173527.0,24211.5563015613
India,IND,2020-05-23,5594.42857,,89404.22,201220.251186325,176457.0,26705.9963512395
India,IND,2020-05-24,5848.71429,,92920.7,204366.84172121398,179471.0,28735.4039699482
India,IND,2020-05-25,6096.57143,,96516.29,206885.979535044,182576.0,30862.6349240235
India,IND,2020-05-26,6320.14286,,100304.98,208809.501829001,185775.0,32979.1553681212
India,IND,2020-05-27,6431.0,,103951.48,210187.662333275,189068.0,34576.2067132096
India,IND,2020-05-28,6567.71429,,107008.56,211084.92606487,192456.0,36335.5237573787
India,IND,2020-05-29,6764.57143,,109954.01,211576.81793686,195938.0,38423.338624554905
India,IND,2020-05-30,6951.714290000001,,112916.33,211747.86331168102,199516.0,40409.2881371953
India,IND,2020-05-31,7182.142859999999,,116006.35,211688.64400868,203191.0,42546.1097258663
India,IND,2020-06-01,7384.285709999999,,119319.17,211492.390735961,206965.0,44353.204416278604
India,IND,2020-06-02,7618.0,,122797.06,211250.830949705,210837.0,46123.3920232792
India,IND,2020-06-03,7978.285709999999,,126495.67,211049.408598799,214806.0,48376.1691361059
India,IND,2020-06-04,8369.42857,,130394.97,210963.29650491802,218873.0,50471.30093314769
India,IND,2020-06-05,8710.14286,,134274.79,211054.788896455,223038.0,51866.772092753796
India,IND,2020-06-06,8984.85714,,138392.39,211373.39724084802,227300.0,52454.9773830555
India,IND,2020-06-07,9212.14286,,142788.4,211958.484181443,231660.0,52367.2673336067
India,IND,2020-06-08,9439.42857,,147242.1,212841.99466864302,236117.0,51916.09253988059
India,IND,2020-06-09,9698.85714,,151873.82,214050.62549336397,240671.0,51319.865147489596
India,IND,2020-06-10,9852.57143,,156262.8,215607.48667867802,245323.0,49920.1977108484
India,IND,2020-06-11,9951.42857,,158805.66,217532.78749916801,250072.0,48105.277226976905
India,IND,2020-06-12,10109.28571,,160600.0,219843.85455971898,254919.0,46508.705082281296
India,IND,2020-06-13,10333.71429,,162237.39,222555.07926478,259865.0,45188.3270352074
India,IND,2020-06-14,10613.42857,,164085.75,225677.769170588,264911.0,44110.8943482826
India,IND,2020-06-15,10830.42857,,165974.53,229219.39142340102,270056.0,42825.5001138332
India,IND,2020-06-16,10927.57143,,168017.4,233182.942836524,275303.0,41192.945972415095
India,IND,2020-06-17,11068.85714,,170124.08,237567.106704004,280653.0,39891.6943862304
India,IND,2020-06-18,11481.0,,172251.18,242366.252902772,286106.0,39697.6479615747
India,IND,2020-06-19,11856.71429,,174516.66,247568.08835481302,291663.0,39490.1923858273
India,IND,2020-06-20,12293.57143,,176717.49,253150.82689443103,297327.0,39610.8357502322
India,IND,2020-06-21,12791.28571,,179001.72,259081.016852113,303099.0,40050.2378817378
India,IND,2020-06-22,13265.42857,,181147.14,265309.337250672,308974.0,40544.4613557801
India,IND,2020-06-23,13874.85714,,183148.13,271769.520276851,314961.0,41581.8399526637
India,IND,2020-06-24,14588.28571,,185518.53,278381.403008673,321059.0,43057.0188996828
India,IND,2020-06-25,15165.571430000002,,188568.64,285056.992628834,327270.0,44268.9152639634
India,IND,2020-06-26,15695.571430000002,,191760.96,291709.306116038,333593.0,45496.5475553206
India,IND,2020-06-27,16272.14286,,195133.98,298262.034154803,340023.0,47020.0348721954
India,IND,2020-06-28,16914.0,,198416.89,304657.026753491,346572.0,48898.8204061408
India,IND,2020-06-29,17576.57143,,201635.25,310858.402890045,353236.0,51010.068792312
India,IND,2020-06-30,18089.28571,,204954.27,316853.369217495,360015.0,52858.0387505323
India,IND,2020-07-01,18472.85714,,208155.05,322649.107131074,366909.0,54485.0328946408
India,IND,2020-07-02,18790.85714,,211710.42,328270.007812862,373903.0,56045.515131954
India,IND,2020-07-03,19306.14286,,215232.3,333754.44581137,381018.0,58284.7148575523
India,IND,2020-07-04,19908.85714,,218864.0,339151.18379002897,388243.0,60825.9740919743
India,IND,2020-07-05,20615.14286,,222408.21,344514.69094719604,395575.0,63638.4997586259
India,IND,2020-07-06,21299.28571,,225992.75,349901.35538901197,403008.0,66218.5776167261
India,IND,2020-07-07,21832.14286,,229376.88,355365.28268904,410536.0,68013.2838225876
India,IND,2020-07-08,22417.71429,,232952.12,360954.69519104797,418155.0,69497.9350675222
India,IND,2020-07-09,23236.42857,,236193.7,366706.952759339,425856.0,71074.23661834809
India,IND,2020-07-10,24036.85714,,239408.45,372644.63666500396,433629.0,71835.6928384276
India,IND,2020-07-11,24657.28571,,242722.26,378773.809686135,441460.0,71270.2954639777
India,IND,2020-07-12,25198.28571,,245847.5,385083.04374627396,449337.0,69780.6831701131
India,IND,2020-07-13,25834.42857,,248860.12,391542.728355512,457226.0,68045.8129745347
India,IND,2020-07-14,26726.71429,,251618.8,398107.746611976,465141.0,66713.0506856386
India,IND,2020-07-15,27680.57143,,254864.3,404721.39794501296,473051.0,65558.011886405
India,IND,2020-07-16,28797.142860000004,,258180.22,411317.755028415,480939.0,65123.8520491761
India,IND,2020-07-17,30004.285710000004,,261507.86,417823.441140114,488783.0,65468.4363991774
India,IND,2020-07-18,31114.285710000004,,264833.87,424160.035010549,496554.0,66291.7751226769
India,IND,2020-07-19,32580.714289999996,,268106.97,430247.82623282704,504263.0,68493.4576657453
India,IND,2020-07-20,34255.57143,,271310.92,436008.82809871,511884.0,71548.6956641884
India,IND,2020-07-21,35491.285710000004,,274221.87,441370.435094905,519400.0,73894.8658879462
India,IND,2020-07-22,36676.285710000004,,277547.81,446268.73797853396,526801.0,76204.8899268954
India,IND,2020-07-23,38537.0,,280662.94,450652.793818063,534041.0,79926.1102072053
India,IND,2020-07-24,40587.57143,,283991.3,454489.990723431,541180.0,84030.345018573
India,IND,2020-07-25,42592.14286,,287475.24,457769.54529846704,548183.0,88026.9513315894
India,IND,2020-07-26,43986.285710000004,,290860.32,460503.048000409,555047.0,90753.3641363699
India,IND,2020-07-27,45344.285710000004,,293965.65,462724.31946022,561775.0,93400.6612684879
India,IND,2020-07-28,46852.14286,,296977.89,464487.324820973,568370.0,96353.4964657513
India,IND,2020-07-29,48393.42857,,300330.47,465863.173750219,574849.0,99373.1467837505
India,IND,2020-07-30,49308.14286,,304109.8,466935.479185414,581222.0,101107.737317382
India,IND,2020-07-31,50132.14286,,307880.22,467796.19270280295,587499.0,102661.40152832301
India,IND,2020-08-01,51303.85714,,311848.59,468543.019750436,593692.0,104932.718562827
India,IND,2020-08-02,52171.57143,,316061.96,469276.037578928,599810.0,106588.79260838301
India,IND,2020-08-03,52606.0,,319821.18,470092.83948635205,605864.0,107368.661051884
India,IND,2020-08-04,53227.0,,323791.2,471085.05210957705,611864.0,108539.377836346
India,IND,2020-08-05,53797.85714,,327292.59,472336.887280281,617813.0,109618.00338061801
India,IND,2020-08-06,54392.0,,330277.0,473924.47338329203,623717.0,110754.570399168
India,IND,2020-08-07,55457.714289999996,,332600.85,475912.280723853,629576.0,112861.50900922301
India,IND,2020-08-08,56089.0,,335269.74,478350.306567039,635390.0,114094.745606369
India,IND,2020-08-09,57469.571429999996,,338138.87,481273.915219853,641157.0,116862.71497985
India,IND,2020-08-10,58768.428570000004,,341003.69,484703.10141853103,646874.0,119475.10791236
India,IND,2020-08-11,58990.0,,343651.89,488642.30480594205,652534.0,119908.97816451699
India,IND,2020-08-12,60197.714289999996,,346755.37,493082.279903378,658131.0,
India,IND,2020-08-13,61728.714289999996,,349996.2,498002.047040088,663655.0,
India,IND,2020-08-14,62016.571429999996,,353074.22,503369.021586999,669096.0,
India,IND,2020-08-15,62511.571429999996,,356290.99,509139.13758749794,674442.0,
India,IND,2020-08-16,62381.714289999996,,359512.26,515256.58343298297,679681.0,
India,IND,2020-08-17,61798.428570000004,,362323.09,521653.653583515,684799.0,
India,IND,2020-08-18,62009.571429999996,,364943.1,528252.388781433,689781.0,
India,IND,2020-08-19,62519.285710000004,,367639.19,534967.2581855711,694610.0,
India,IND,2020-08-20,62898.285710000004,,368654.54,541706.73906462,699271.0,
India,IND,2020-08-21,63519.0,,368545.62,548376.108067324,703747.0,
India,IND,2020-08-22,64215.571429999996,,367940.51,554880.1655569,708019.0,
India,IND,2020-08-23,65036.85714,,367404.25,561123.080868722,712072.0,
India,IND,2020-08-24,65526.428570000004,,366439.18,567006.590112235,715815.0,
India,IND,2020-08-25,66368.71429,,365526.5,572430.985848113,719305.0,
India,IND,2020-08-26,66743.0,,365380.24,577296.4692906829,722524.0,
India,IND,2020-08-27,67615.57143,,365526.97,581504.82928608,725453.0,
India,IND,2020-08-28,68811.0,,365717.82,584962.651670317,728073.0,
India,IND,2020-08-29,69753.0,,365803.83,587584.954925306,730367.0,
India,IND,2020-08-30,71113.28571,,365857.58,589299.5666518239,732333.0,
India,IND,2020-08-31,73556.71429,,365622.05,590050.2716433071,733969.0,
India,IND,2020-09-01,74834.71429,,365198.98,589799.5711222211,735272.0,
India,IND,2020-09-02,76435.57143,,364414.05,588527.1093961489,736241.0,
India,IND,2020-09-03,77596.0,,361606.61,586228.170314714,736875.0,
India,IND,2020-09-04,78463.85714,,358048.59,582911.913772464,737181.0,
India,IND,2020-09-05,79886.71429,,354100.58,578600.5372631539,737165.0,
India,IND,2020-09-06,81582.57143,,350492.29,573329.779776904,736839.0,
India,IND,2020-09-07,83338.28571,,347198.19,567149.500132423,736215.0,
India,IND,2020-09-08,84179.42857,,343654.56,560124.890677482,735306.0,
India,IND,2020-09-09,85800.71429,,340373.12,552337.212418944,734127.0,
India,IND,2020-09-10,87493.85714,,337049.47,543883.6605369679,732696.0,
India,IND,2020-09-11,89381.0,,333976.26,534875.74514075,731031.0,
India,IND,2020-09-12,90972.14286,,330959.11,525435.65818461,729150.0,
India,IND,2020-09-13,91506.42857,,327686.33,515693.732722775,727074.0,
India,IND,2020-09-14,91687.71429,,324491.6,505785.494978609,724821.0,
India,IND,2020-09-15,92830.57143,,321609.67,495847.99206213705,722409.0,
India,IND,2020-09-16,92890.14286,,318489.21,486016.189723142,719859.0,
India,IND,2020-09-17,93198.57143,,314464.45,476418.89725521795,717187.0,
India,IND,2020-09-18,93180.42857,,310019.83,467174.583717376,714412.0,
India,IND,2020-09-19,92575.71429,,305315.86,458388.943614416,711548.0,
India,IND,2020-09-20,92323.28571,,300796.41,450154.00233373,708612.0,
India,IND,2020-09-21,91593.28571,,296602.15,442533.618968873,705618.0,
India,IND,2020-09-22,90346.71429,,292418.01,435555.393140964,702579.0,
India,IND,2020-09-23,89378.71429,,288368.93,429212.399776027,699506.0,
India,IND,2020-09-24,87752.14286,,284261.05,423453.611367838,696412.0,
India,IND,2020-09-25,86270.42857,,280274.55,418197.06068884797,693306.0,
India,IND,2020-09-26,85131.14286,,276382.13,413355.870232071,690197.0,
India,IND,2020-09-27,84559.0,,272406.57,408848.337561815,687095.0,
India,IND,2020-09-28,83874.57143,,268751.12,404620.46494999796,684005.0,
India,IND,2020-09-29,83232.57143,,265264.01,400591.311875831,680935.0,
India,IND,2020-09-30,82821.85714,,261740.53,397122.801343785,677891.0,
India,IND,2020-10-01,82866.57143,,258341.78,393873.261565454,674879.0,
India,IND,2020-10-02,82214.0,,254942.39,390896.47913556796,671903.0,
India,IND,2020-10-03,81373.14286,,251478.05,388272.893704276,668968.0,
India,IND,2020-10-04,79548.71429,,248165.72,385857.20362438,666078.0,
India,IND,2020-10-05,78444.71429,,244836.48,383481.14859986,,
India,IND,2020-10-06,77113.0,,241812.65,381369.251523096,,
India,IND,2020-10-07,75909.71429,,238914.9,379489.764887056,,
India,IND,2020-10-08,74724.42857,,235838.01,377676.733893985,,
India,IND,2020-10-09,73154.71429,,232995.31,376364.76017858,,
India,IND,2020-10-10,72268.42857,,230397.61,375515.52922310296,,
India,IND,2020-10-11,72061.85714,,227531.77,374859.77212773706,,
India,IND,2020-10-12,70960.42857,,224943.32,374398.061090685,,
India,IND,2020-10-13,70114.0,,222311.45,374157.370213102,,
India,IND,2020-10-14,68894.0,,219699.75,373877.707699993,,
India,IND,2020-10-15,67348.85714,,217138.68,373565.66656946397,,
India,IND,2020-10-16,66331.0,,214633.91,373725.048705586,,
India,IND,2020-10-17,64751.0,,212332.02,374348.094389504,,
India,IND,2020-10-18,62963.571429999996,,210215.83,375176.014303305,,
India,IND,2020-10-19,61390.714289999996,,208070.05,376221.454286792,,
India,IND,2020-10-20,60169.0,,205955.21,,,
India,IND,2020-10-21,58816.85714,,203851.07,,,
India,IND,2020-10-22,57121.285710000004,,201650.17,,,
India,IND,2020-10-23,55834.85714,,199480.63,,,
India,IND,2020-10-24,54571.714289999996,,197326.55,,,
India,IND,2020-10-25,52894.285710000004,,195105.98,,,
India,IND,2020-10-26,51383.714289999996,,,,,
India,IND,2020-10-27,49909.42857,,,,,
India,IND,2020-10-28,48459.285710000004,,,,,
Russia,RUS,2020-01-02,0.0,,,,,
Russia,RUS,2020-01-03,0.0,,,,,
Russia,RUS,2020-01-04,0.0,,,,,
Russia,RUS,2020-01-05,0.0,,,,,
Russia,RUS,2020-01-06,0.0,,,,,
Russia,RUS,2020-01-07,0.0,,,,,
Russia,RUS,2020-01-08,0.0,,,,,
Russia,RUS,2020-01-09,0.0,,,,,
Russia,RUS,2020-01-10,0.0,,,,,
Russia,RUS,2020-01-11,0.0,,,,,
Russia,RUS,2020-01-12,0.0,,,,,
Russia,RUS,2020-01-13,0.0,,,,,
Russia,RUS,2020-01-14,0.0,,,,,
Russia,RUS,2020-01-15,0.0,,,,,
Russia,RUS,2020-01-16,0.0,,,,,
Russia,RUS,2020-01-17,0.0,,,,,
Russia,RUS,2020-01-18,0.0,,,,,
Russia,RUS,2020-01-19,0.0,,,,,
Russia,RUS,2020-01-20,0.0,,,,,
Russia,RUS,2020-01-21,0.0,,,,,
Russia,RUS,2020-01-22,0.0,,,,,
Russia,RUS,2020-01-23,0.0,,,,,
Russia,RUS,2020-01-24,0.0,,,,,
Russia,RUS,2020-01-25,0.0,,,,,
Russia,RUS,2020-01-26,0.0,,,,,
Russia,RUS,2020-01-27,0.0,,,,,
Russia,RUS,2020-01-28,0.0,,,,,
Russia,RUS,2020-01-29,0.0,,,,,
Russia,RUS,2020-01-30,0.0,,,,,
Russia,RUS,2020-01-31,0.0,,,,,
Russia,RUS,2020-02-01,0.28570999999999996,,,,,
Russia,RUS,2020-02-02,0.28570999999999996,,,,,
Russia,RUS,2020-02-03,0.28570999999999996,,,,,
Russia,RUS,2020-02-04,0.28570999999999996,,,5.06463168019899,,
Russia,RUS,2020-02-05,0.28570999999999996,,,5.077524046646389,,
Russia,RUS,2020-02-06,0.28570999999999996,,,5.1153213647060705,,
Russia,RUS,2020-02-07,0.28570999999999996,,,5.18078975844178,,
Russia,RUS,2020-02-08,0.0,,,5.27690213250219,,
Russia,RUS,2020-02-09,0.0,,,5.40702941025174,,
Russia,RUS,2020-02-10,0.0,,,5.575161487420419,,
Russia,RUS,2020-02-11,0.0,,,5.78617153792393,,
Russia,RUS,2020-02-12,0.0,,,6.0461159877771,,
Russia,RUS,2020-02-13,0.0,,,6.36255181363771,,
Russia,RUS,2020-02-14,0.0,,,6.744909892127299,,
Russia,RUS,2020-02-15,0.0,,0.0,7.2049862031406295,,
Russia,RUS,2020-02-16,0.0,,0.24,7.757569857977871,,
Russia,RUS,2020-02-17,0.0,,0.72,8.4211838626812,,
Russia,RUS,2020-02-18,0.0,,0.63,9.218976538546551,,
Russia,RUS,2020-02-19,0.0,,1.03,10.179693633164199,,
Russia,RUS,2020-02-20,0.0,,1.2,11.3388309012203,,
Russia,RUS,2020-02-21,0.0,,1.3,12.7400909443213,,
Russia,RUS,2020-02-22,0.0,,1.89,14.4373286358936,,
Russia,RUS,2020-02-23,0.0,,2.24,16.497046255424,,
Russia,RUS,2020-02-24,0.0,,2.84,19.001736668632898,171.0,
Russia,RUS,2020-02-25,0.0,,3.46,22.054181507634002,171.0,
Russia,RUS,2020-02-26,0.0,,4.42,25.7827363594921,171.0,
Russia,RUS,2020-02-27,0.0,,5.51,30.347809812547304,171.0,
Russia,RUS,2020-02-28,0.0,,6.67,35.9496572015112,171.0,
Russia,RUS,2020-02-29,0.0,,8.33,42.836947487159,171.0,
Russia,RUS,2020-03-01,0.0,,10.25,51.3158839356308,171.0,
Russia,RUS,2020-03-02,0.0,,13.18,61.7605055317455,171.0,
Russia,RUS,2020-03-03,0.14286,,16.53,74.6240665457543,171.0,
Russia,RUS,2020-03-04,0.28570999999999996,,21.37,90.4516407589557,448.0,
Russia,RUS,2020-03-05,0.28570999999999996,,26.71,109.89392514761101,446.0,
Russia,RUS,2020-03-06,0.28570999999999996,,34.09,133.722334431152,467.0,
Russia,RUS,2020-03-07,1.14286,,41.9,162.842792162736,510.0,
Russia,RUS,2020-03-08,1.14286,,53.41,198.306710563264,601.0,
Russia,RUS,2020-03-09,1.14286,,70.53,241.31801981150002,742.0,
Russia,RUS,2020-03-10,1.0,,88.34,293.23465142087,851.0,
Russia,RUS,2020-03-11,0.85714,,106.62,355.56560571696406,946.0,
Russia,RUS,2020-03-12,3.0,,131.06,429.96543430802905,1057.0,
Russia,RUS,2020-03-13,3.71429,,163.54,518.229735928227,1189.0,
Russia,RUS,2020-03-14,5.0,,207.93,622.295334600092,1357.0,
Russia,RUS,2020-03-15,7.0,,264.81,744.24487844773,1535.0,
Russia,RUS,2020-03-16,7.57143,,333.38,886.3086601094501,1720.0,
Russia,RUS,2020-03-17,11.85714,,422.54,1050.85435202615,1921.0,
Russia,RUS,2020-03-18,14.85714,,534.04,1240.36746144943,2147.0,63.726938235708
Russia,RUS,2020-03-19,17.42857,,676.1,1457.41779387706,2406.0,76.5941273077773
Russia,RUS,2020-03-20,24.14286,,841.56,1704.6109008468698,2693.0,108.68578779314501
Russia,RUS,2020-03-21,29.714290000000002,,1033.92,1984.5253104051,3008.0,136.936026155216
Russia,RUS,2020-03-22,35.285709999999995,,1274.5,2299.63662037788,3354.0,166.2682977976
Russia,RUS,2020-03-23,43.42857,,1543.44,2652.22311928202,3738.0,257.628935973261
Russia,RUS,2020-03-24,49.285709999999995,,1891.3,3044.23609741296,4167.0,241.30439537909
Russia,RUS,2020-03-25,54.42856999999999,,2280.68,3477.13687637453,4645.0,270.43760902404
Russia,RUS,2020-03-26,73.0,,2764.16,3951.7110151225,5173.0,366.66659498634397
Russia,RUS,2020-03-27,91.57143,,3350.89,4467.88312616961,5758.0,462.855567163384
Russia,RUS,2020-03-28,111.85713999999999,,4075.64,5024.532752313279,6405.0,566.049926323595
Russia,RUS,2020-03-29,136.85714,,4888.52,5619.34616602508,7123.0,689.458234916886
Russia,RUS,2020-03-30,166.71428999999998,,5634.45,6248.69553881196,7918.0,780.522231164876
Russia,RUS,2020-03-31,199.71428999999998,,6284.93,6907.559136964771,8797.0,979.0594499394949
Russia,RUS,2020-04-01,263.14286,,6703.2,7589.49410780239,9766.0,1260.6810564733698
Russia,RUS,2020-04-02,302.71429,,6932.5,8286.669408791491,10832.0,1408.7290564038199
Russia,RUS,2020-04-03,386.85714,,7063.19,8989.969677574642,12002.0,1738.8826205778303
Russia,RUS,2020-04-04,444.71429000000006,,7102.18,9689.2694624771,13282.0,1921.0217885042002
Russia,RUS,2020-04-05,495.28570999999994,,7205.83,10373.8725455034,14675.0,2047.33916206584
Russia,RUS,2020-04-06,550.71429,,7413.31,11033.116944276699,16182.0,2171.2122546903197
Russia,RUS,2020-04-07,643.8571400000001,,7741.92,11657.1398367149,17800.0,2415.59730781359
Russia,RUS,2020-04-08,737.1428599999999,,8195.41,12237.766259439699,19523.0,2628.71024428053
Russia,RUS,2020-04-09,842.1428599999999,,8695.24,12769.3336284059,21337.0,2854.36339236247
Russia,RUS,2020-04-10,940.4285699999999,,9263.85,13249.110146629298,23223.0,3032.58371751623
Russia,RUS,2020-04-11,1109.7142900000001,,9892.74,13677.382149143301,25157.0,3411.13329052906
Russia,RUS,2020-04-12,1264.7142900000001,,10621.79,14057.2413408801,27107.0,3715.8569896091703
Russia,RUS,2020-04-13,1483.0,,11453.58,14394.1105288127,29039.0,4178.57252969859
Russia,RUS,2020-04-14,1712.1428600000002,,12431.27,14695.1558822907,30917.0,4643.74171744755
Russia,RUS,2020-04-15,1943.57143,,13441.0,14968.887072021002,32705.0,5094.362585508
Russia,RUS,2020-04-16,2259.71429,,14478.36,15224.8082992706,34369.0,5747.126261791421
Russia,RUS,2020-04-17,2543.85714,,15529.87,15472.969860758301,35881.0,6302.45822820276
Russia,RUS,2020-04-18,2870.14286,,16704.25,15723.4798742973,37217.0,6953.01767453749
Russia,RUS,2020-04-19,3315.57143,,17960.85,15985.934758073101,38357.0,7881.39905165457
Russia,RUS,2020-04-20,3869.0,,19294.46,16268.8989016504,39290.0,9053.486330712809
Russia,RUS,2020-04-21,4113.28571,,20712.6,16579.548727075202,40011.0,9502.66699365759
Russia,RUS,2020-04-22,4523.0,,22244.61,16923.4903371676,40524.0,10343.4598773656
Russia,RUS,2020-04-23,4787.0,,23719.59,17304.8306806101,40838.0,10862.1614874642
Russia,RUS,2020-04-24,4976.42857,,24651.83,17726.5670472081,40969.0,11228.4285303495
Russia,RUS,2020-04-25,5230.57143,,25338.84,18191.0306635532,40936.0,11758.590778748401
Russia,RUS,2020-04-26,5399.28571,,25971.75,18700.1409142377,40759.0,12115.592371388799
Russia,RUS,2020-04-27,5442.28571,,26775.01,19255.522199942,40462.0,12210.8883100527
Russia,RUS,2020-04-28,5718.0,,27574.92,19858.4402501283,40066.0,12849.834029073701
Russia,RUS,2020-04-29,5827.85714,,28486.79,20509.474404746,39589.0,13139.1663443871
Russia,RUS,2020-04-30,5914.28571,,29344.78,21208.0524549253,39049.0,13399.3488495245
Russia,RUS,2020-05-01,6246.42857,,30352.15,21951.9448417828,38462.0,14244.8580601807
Russia,RUS,2020-05-02,6544.14286,,31356.11,22736.8164728761,37840.0,15047.159158685801
Russia,RUS,2020-05-03,7066.57143,,32313.38,23555.9729107988,37194.0,16410.495952754798
Russia,RUS,2020-05-04,7676.857140000001,,33306.43,24400.3975124484,36523.0,18036.030789629498
Russia,RUS,2020-05-05,8303.0,,34415.61,25258.879280768702,35853.0,19767.634286163302
Russia,RUS,2020-05-06,8830.28571,,35458.56,26118.2126753706,35186.0,21337.3561081692
Russia,RUS,2020-05-07,9504.28571,,36397.86,26963.4483603404,34534.0,23343.200419253102
Russia,RUS,2020-05-08,10094.57143,,36948.15,27778.0753115322,33856.0,25232.129343291297
Russia,RUS,2020-05-09,10489.71429,,37358.62,28544.262856780602,33225.0,26711.7426855788
