Entity,Code,Date,daily_new_confirmed,annotations,yyg_mean,yyg_lower,yyg_upper
United States,USA,2020-09-08,38522.57143,,244789.0,156165.0,361924.0
United States,USA,2020-09-09,36020.14286,,244288.0,154632.0,363671.0
United States,USA,2020-09-10,35044.85714,,243890.0,153263.0,366065.0
United States,USA,2020-09-11,35224.57143,,243596.0,151700.0,368411.0
United States,USA,2020-09-12,34794.57143,,243406.0,150466.0,371360.0
United States,USA,2020-09-13,34320.285710000004,,243322.0,149232.0,374592.0
United States,USA,2020-09-14,34794.0,,243345.0,147962.0,377482.0
United States,USA,2020-09-15,36307.0,,243477.0,146811.0,380369.0
United States,USA,2020-09-16,39785.714289999996,,243719.0,145640.0,383439.0
United States,USA,2020-09-17,38738.714289999996,,244073.0,144444.0,387545.0
United States,USA,2020-09-18,39604.42857,,244540.0,143449.0,391964.0
United States,USA,2020-09-19,39911.285710000004,,245124.0,142555.0,396409.0
United States,USA,2020-09-20,39836.285710000004,,245825.0,141394.0,401014.0
United States,USA,2020-09-21,40690.714289999996,,246646.0,140367.0,406238.0
United States,USA,2020-09-22,43306.714289999996,,247590.0,139536.0,411439.0
United States,USA,2020-09-23,41425.85714,,248660.0,138749.0,417261.0
United States,USA,2020-09-24,43330.42857,,249856.0,137972.0,423875.0
United States,USA,2020-09-25,43422.714289999996,,251183.0,137242.0,430862.0
United States,USA,2020-09-26,44109.0,,252643.0,136574.0,437591.0
United States,USA,2020-09-27,44833.714289999996,,254240.0,135920.0,444584.0
United States,USA,2020-09-28,44318.85714,,255975.0,135235.0,451677.0
United States,USA,2020-09-29,41439.57143,,257853.0,134570.0,459471.0
United States,USA,2020-09-30,42112.42857,,259877.0,133901.0,467592.0
United States,USA,2020-10-01,42691.285710000004,,262051.0,133327.0,476240.0
United States,USA,2020-10-02,42771.0,,264377.0,132836.0,485640.0
United States,USA,2020-10-03,42693.57143,,266861.0,132404.0,495330.0
United States,USA,2020-10-04,43449.42857,,269506.0,132003.0,505524.0
United States,USA,2020-10-05,43257.0,,,,
United States,USA,2020-10-06,44358.0,,,,
United States,USA,2020-10-07,44364.42857,,,,
United States,USA,2020-10-08,45250.14286,,,,
United States,USA,2020-10-09,46968.57143,,,,
United States,USA,2020-10-10,47484.42857,,,,
United States,USA,2020-10-11,48000.42857,,,,
United States,USA,2020-10-12,49242.714289999996,,,,
United States,USA,2020-10-13,49378.14286,,,,
United States,USA,2020-10-14,50728.85714,,,,
United States,USA,2020-10-15,52329.42857,,,,
United States,USA,2020-10-16,53327.285710000004,,,,
United States,USA,2020-10-17,55066.428570000004,,,,
United States,USA,2020-10-18,55400.714289999996,,,,
United States,USA,2020-10-19,56007.285710000004,,,,
United States,USA,2020-10-20,58651.14286,,,,
United States,USA,2020-10-21,59512.85714,,,,
United States,USA,2020-10-22,60026.0,,,,
United States,USA,2020-10-23,61207.85714,,,,
United States,USA,2020-10-24,63361.14286,,,,
United States,USA,2020-10-25,67139.0,,,,
United States,USA,2020-10-26,68795.71429,,,,
United States,USA,2020-10-27,69967.0,,,,
United States,USA,2020-10-28,72335.57143,,,,
United States,USA,2020-10-29,74534.57143,,,,
United States,USA,2020-10-30,76830.57143,,,,
United States,USA,2020-10-31,79108.28571,,,,
United States,USA,2020-11-01,78519.42857,,,,
United States,USA,2020-11-02,81599.57143,,,,
United States,USA,2020-11-03,83817.28571,,,,
