Entity,Code,Date,"Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned)","Daily new confirmed cases due to COVID-19 (rolling 7-day average, right-aligned) Annotations","Daily new estimated infections of COVID-19 (LSHTM, median)","Daily new estimated infections of COVID-19 (LSHTM, lower)","Daily new estimated infections of COVID-19 (LSHTM, upper)"
Afghanistan,AFG,2020-01-02,0,,,,
Afghanistan,AFG,2020-01-03,0,,,,
Afghanistan,AFG,2020-01-04,0,,,,
Afghanistan,AFG,2020-01-05,0,,,,
Afghanistan,AFG,2020-01-06,0,,,,
Afghanistan,AFG,2020-01-07,0,,,,
Afghanistan,AFG,2020-01-08,0,,,,
Afghanistan,AFG,2020-01-09,0,,,,
Afghanistan,AFG,2020-01-10,0,,,,
Afghanistan,AFG,2020-01-11,0,,,,
Afghanistan,AFG,2020-01-12,0,,,,
Afghanistan,AFG,2020-01-13,0,,,,
Afghanistan,AFG,2020-01-14,0,,,,
Afghanistan,AFG,2020-01-15,0,,,,
Afghanistan,AFG,2020-01-16,0,,,,
Afghanistan,AFG,2020-01-17,0,,,,
Afghanistan,AFG,2020-01-18,0,,,,
Afghanistan,AFG,2020-01-19,0,,,,
Afghanistan,AFG,2020-01-20,0,,,,
Afghanistan,AFG,2020-01-21,0,,,,
Afghanistan,AFG,2020-01-22,0,,,,
Afghanistan,AFG,2020-01-23,0,,,,
Afghanistan,AFG,2020-01-24,0,,,,
Afghanistan,AFG,2020-01-25,0,,,,
Afghanistan,AFG,2020-01-26,0,,,,
Afghanistan,AFG,2020-01-27,0,,,,
Afghanistan,AFG,2020-01-28,0,,,,
Afghanistan,AFG,2020-01-29,0,,,,
Afghanistan,AFG,2020-01-30,0,,,,
Afghanistan,AFG,2020-01-31,0,,,,
Afghanistan,AFG,2020-02-01,0,,,,
Afghanistan,AFG,2020-02-02,0,,,,
Afghanistan,AFG,2020-02-03,0,,,,
Afghanistan,AFG,2020-02-04,0,,,,
Afghanistan,AFG,2020-02-05,0,,,,
Afghanistan,AFG,2020-02-06,0,,,,
Afghanistan,AFG,2020-02-07,0,,,,
Afghanistan,AFG,2020-02-08,0,,,,
Afghanistan,AFG,2020-02-09,0,,,,
Afghanistan,AFG,2020-02-10,0,,,,
Afghanistan,AFG,2020-02-11,0,,,,
Afghanistan,AFG,2020-02-12,0,,,,
Afghanistan,AFG,2020-02-13,0,,,,
Afghanistan,AFG,2020-02-14,0,,,,
Afghanistan,AFG,2020-02-15,0,,,,
Afghanistan,AFG,2020-02-16,0,,,,
Afghanistan,AFG,2020-02-17,0,,,,
Afghanistan,AFG,2020-02-18,0,,,,
Afghanistan,AFG,2020-02-19,0,,,,
Afghanistan,AFG,2020-02-20,0,,,,
Afghanistan,AFG,2020-02-21,0,,,,
Afghanistan,AFG,2020-02-22,0,,,,
Afghanistan,AFG,2020-02-23,0,,,,
Afghanistan,AFG,2020-02-24,0,,,,
Afghanistan,AFG,2020-02-25,0.14286,,,,
Afghanistan,AFG,2020-02-26,0.14286,,,,
Afghanistan,AFG,2020-02-27,0.14286,,,,
Afghanistan,AFG,2020-02-28,0.14286,,,,
Afghanistan,AFG,2020-02-29,0.14286,,,,
Afghanistan,AFG,2020-03-01,0.14286,,,,
Afghanistan,AFG,2020-03-02,0.14286,,,,
Afghanistan,AFG,2020-03-03,0,,,,
Afghanistan,AFG,2020-03-04,0,,,,
Afghanistan,AFG,2020-03-05,0,,,,
Afghanistan,AFG,2020-03-06,0,,,,
Afghanistan,AFG,2020-03-16,4,,,,
Afghanistan,AFG,2020-03-17,4.25,,,,
Afghanistan,AFG,2020-03-18,3.75,,,,
Afghanistan,AFG,2020-03-19,3,,,,
Afghanistan,AFG,2020-03-20,2.5,,,,
Afghanistan,AFG,2020-03-21,2.42857,,,,
Afghanistan,AFG,2020-03-22,2,,,,
Afghanistan,AFG,2020-03-23,2.57143,,,,
Afghanistan,AFG,2020-03-24,2.71429,,,,
Afghanistan,AFG,2020-03-25,2.85714,,,,
Afghanistan,AFG,2020-03-26,7.57143,,68.9920554190085,25.6130450965727,186.796195238378
Afghanistan,AFG,2020-03-27,7.57143,,69.80116591761,26.0272794756425,186.225519204464
Afghanistan,AFG,2020-03-28,9.57143,,89.176932025364,33.4216027286723,233.701425868846
Afghanistan,AFG,2020-03-29,11.71429,,110.163728294147,41.4656386769385,284.102678439867
Afghanistan,AFG,2020-03-30,11.42857,,108.333175792121,41.1352932904245,274.436578914613
Afghanistan,AFG,2020-03-31,14.42857,,137.632212590392,52.6552867767763,342.290191061821
Afghanistan,AFG,2020-04-01,17.71429,,169.735217288433,65.6010551021844,414.78904659966
Afghanistan,AFG,2020-04-02,16.71429,,160.575813316141,62.7325357742537,386.220693691557
Afghanistan,AFG,2020-04-03,22.85714,,219.721051448064,86.8555597183237,518.436915185511
Afghanistan,AFG,2020-04-04,20.57143,,197.427988457495,78.8429405348476,458.35435169306
Afghanistan,AFG,2020-04-05,23.42857,,223.976199358201,90.519058586888,513.025056648541
Afghanistan,AFG,2020-04-06,26.42857,,251.056008122458,102.612083132177,567.377843708732
Afghanistan,AFG,2020-04-07,28,,263.632149585617,108.903348817017,589.147527611944
Afghanistan,AFG,2020-04-08,28.71429,,267.279007668863,111.634522757908,591.38237433351
Afghanistan,AFG,2020-04-09,33,,302.885880448242,127.8754786075,664.639305922935
Afghanistan,AFG,2020-04-10,35.57143,,321.079719913049,136.943202296975,699.813409897294
Afghanistan,AFG,2020-04-11,40.85714,,361.742739119142,155.554854920544,783.459946608754
Afghanistan,AFG,2020-04-12,40.71429,,352.67779670741,152.485037589432,760.945079788893
Afghanistan,AFG,2020-04-13,44,,371.967082411668,162.350743870936,798.378333798967
Afghanistan,AFG,2020-04-14,46.85714,,385.659775726425,168.916535409665,825.455831688234
Afghanistan,AFG,2020-04-15,49.57143,,396.325122905023,173.362788371791,845.456400381467
Afghanistan,AFG,2020-04-16,51.57143,,399.673766463029,175.183656259677,850.866926547595
Afghanistan,AFG,2020-04-17,44.28571,,332.04772338569,145.659607968879,706.16811945304
Afghanistan,AFG,2020-04-18,46.28571,,335.165680896132,147.401165261238,711.118012916688
Afghanistan,AFG,2020-04-19,50.42857,,352.12681671402,155.169576856532,746.64855269538
Afghanistan,AFG,2020-04-20,55.57143,,373.684889013616,165.072743015629,791.574432003611
Afghanistan,AFG,2020-04-21,52.28571,,338.229788801877,149.6925098268,715.304381102978
Afghanistan,AFG,2020-04-22,54,,335.755602948673,148.94998547691,708.909554698759
Afghanistan,AFG,2020-04-23,56,,334.471593016546,148.910885493159,704.286927264582
Afghanistan,AFG,2020-04-24,69.57143,,399.010572294949,178.160837653549,838.03592159189
Afghanistan,AFG,2020-04-25,72.28571,,398.053913537386,178.585391180709,833.701381120865
Afghanistan,AFG,2020-04-26,79.28571,,419.240621219583,188.66835040438,874.721937604969
Afghanistan,AFG,2020-04-27,76.42857,,388.194483130598,175.336753414177,806.4479266232
Afghanistan,AFG,2020-04-28,96,,468.624709742616,213.031065485896,969.473206136581
Afghanistan,AFG,2020-04-29,105,,492.983608798187,225.182932888689,1015.48453928671
Afghanistan,AFG,2020-04-30,110.42857,,499.141913366203,228.98674659998,1024.32535570349
Afghanistan,AFG,2020-05-01,127.14286,,553.879055004555,255.187938805901,1131.01380058898
Afghanistan,AFG,2020-05-02,140.57143,,590.951553459816,273.257195512032,1200.45330749125
Afghanistan,AFG,2020-05-03,143.71429,,583.850420006399,270.964048856785,1183.36592733167
Afghanistan,AFG,2020-05-04,167.57143,,658.890699971908,307.234317587722,1329.71465791138
Afghanistan,AFG,2020-05-05,170.14286,,648.56179237267,303.688242792304,1303.29993286011
Afghanistan,AFG,2020-05-06,199.57143,,738.764094154827,347.283056176661,1478.96408733272
Afghanistan,AFG,2020-05-07,206.14286,,742.380650809911,350.195223721613,1480.22051937661
Afghanistan,AFG,2020-05-08,198.85714,,697.9926819959,330.63120537703,1386.22754784504
Afghanistan,AFG,2020-05-09,206.14286,,706.561909829168,335.66073750077,1398.45586776025
Afghanistan,AFG,2020-05-10,223.42857,,749.246208746234,357.045269485676,1478.45726111483
Afghanistan,AFG,2020-05-11,242.57143,,797.38168566243,380.87235270445,1569.71418679147
Afghanistan,AFG,2020-05-12,256.14286,,826.978687070133,395.806777373477,1624.3672414608
Afghanistan,AFG,2020-05-13,249,,791.110822549945,379.275242626814,1549.7487688079
Afghanistan,AFG,2020-05-14,262,,820.737077956451,394.031092562699,1603.8769654144
Afghanistan,AFG,2020-05-15,253.71429,,785.137578504459,377.589253275824,1530.89354082004
Afghanistan,AFG,2020-05-16,374.85714,,1148.13707115471,552.895112849726,2235.93099084181
Afghanistan,AFG,2020-05-17,338.42857,,1027.88708008917,495.980051311498,1998.27411646022
Afghanistan,AFG,2020-05-18,323.14286,,975.082057040215,471.469230928142,1892.37252194935
Afghanistan,AFG,2020-05-19,340.71429,,1023.34390621667,495.623048120462,1983.45847945075
Afghanistan,AFG,2020-05-20,383.71429,,1149.32079163544,557.261524929616,2226.51225757635
Afghanistan,AFG,2020-05-21,417,,1247.93286411136,605.623375218027,2414.78739421193
Afghanistan,AFG,2020-05-22,476.71429,,1428.10402465399,693.318203623616,2762.15431542499
Afghanistan,AFG,2020-05-23,402,,1207.83815135558,586.758110374666,2333.25966985937
Afghanistan,AFG,2020-05-24,513.71429,,1551.06831717472,753.276309371118,2997.24338338905
Afghanistan,AFG,2020-05-25,559.71429,,1701.6263738926,826.400050465515,3290.35996806961
Afghanistan,AFG,2020-05-26,585.85714,,1797.04485155054,871.744067996112,3477.47895777819
Afghanistan,AFG,2020-05-27,596.85714,,1851.0144595065,897.002120538901,3585.01223162809
Afghanistan,AFG,2020-05-28,615.85714,,1935.17123832053,937.383156384798,3751.64819854613
Afghanistan,AFG,2020-05-29,622.85714,,1987.38562378729,961.057601101241,3857.58677041476
Afghanistan,AFG,2020-05-30,634.71429,,2061.14008186124,995.493321091698,4006.41725507534
Afghanistan,AFG,2020-05-31,646.71429,,2142.32322376969,1032.52573034625,4168.81673169802
Afghanistan,AFG,2020-06-01,660.42857,,2237.04018175335,1076.58748115847,4356.24015446735
Afghanistan,AFG,2020-06-02,653.85714,,2270.16172901441,1090.85406209447,4424.61158900465
Afghanistan,AFG,2020-06-03,668.28571,,2384.11964385762,1143.99810282447,4648.41929929918
Afghanistan,AFG,2020-06-04,687.28571,,2525.60827429342,1209.82486171748,4924.87276863716
Afghanistan,AFG,2020-06-05,716.85714,,2720.13746667678,1303.32388708009,5307.57952306273
Afghanistan,AFG,2020-06-06,758.57143,,2979.44457414455,1427.37663402826,5807.23364292427
Afghanistan,AFG,2020-06-07,718,,2925.93923504106,1401.45945374758,5703.06332676032
Afghanistan,AFG,2020-06-08,733.85714,,3109.78088869844,1489.14748904243,6059.64902509455
Afghanistan,AFG,2020-06-09,738.14286,,3259.49264119944,1560.55870587742,6346.47313085223
Afghanistan,AFG,2020-06-10,707.14286,,3260.18245738889,1560.69836394527,6343.29063546795
Afghanistan,AFG,2020-06-11,696.57143,,3358.62557832157,1609.0025597802,6531.20047381471
Afghanistan,AFG,2020-06-12,690.85714,,3488.72594646966,1672.72522032539,6779.48824426552
Afghanistan,AFG,2020-06-13,653.85714,,3462.0428074175,1660.61101948395,6723.29178225787
Afghanistan,AFG,2020-06-14,650.14286,,3612.18348942675,1733.737784155,7011.69745574701
Afghanistan,AFG,2020-06-15,632,,3686.10391343213,1769.36825829367,7150.93556726545
Afghanistan,AFG,2020-06-16,658.57143,,4032.25226070473,1937.02075100409,7821.37989381277
Afghanistan,AFG,2020-06-17,693,,4452.42040879523,2140.18724336629,8632.70346631903
Afghanistan,AFG,2020-06-18,675.85714,,4552.72976445951,2189.32229307668,8829.0585725634
Afghanistan,AFG,2020-06-19,663.14286,,4677.63202332029,2250.27151899255,9071.42216549605
Afghanistan,AFG,2020-06-20,618.85714,,4563.22734595564,2198.23060167778,8843.96816805979
Afghanistan,AFG,2020-06-21,617.42857,,4749.10897185723,2287.82462695325,9211.47571974379
Afghanistan,AFG,2020-06-22,581,,4650.00787177832,2242.14679350327,9015.80511981069
Afghanistan,AFG,2020-06-23,516.57143,,4289.54206011615,2067.98868729403,8323.75786163286
Afghanistan,AFG,2020-06-24,453,,3890.37422911357,1875.42409206579,7550.60474160144
Afghanistan,AFG,2020-06-25,405.85714,,3592.23229475615,1729.36513657009,6978.49219582376
Afghanistan,AFG,2020-06-26,377.57143,,3431.4080782557,1648.12818295311,6664.51005766462
Afghanistan,AFG,2020-06-27,367.57143,,3416.66685106196,1640.33990402617,6638.64894015692
Afghanistan,AFG,2020-06-28,313.14286,,2965.11854516389,1424.79126458175,5762.53979699826
Afghanistan,AFG,2020-06-29,304.85714,,2928.55367901255,1407.00143997618,5695.37626225672
Afghanistan,AFG,2020-06-30,299.28571,,2904.78903060376,1396.21841533768,5652.20380960677
Afghanistan,AFG,2020-07-01,290.85714,,2840.60111215368,1368.19771112537,5530.32553005638
Afghanistan,AFG,2020-07-02,303,,2965.84499893085,1427.09696126487,5788.5778873782
Afghanistan,AFG,2020-07-03,263.85714,,2578.60941568351,1238.72081742244,5042.16801995587
Afghanistan,AFG,2020-07-04,267.57143,,2601.28217038462,1247.55078577794,5095.86196087725
Afghanistan,AFG,2020-07-05,293.71429,,2830.92357035228,1354.68191601411,5553.87735277001
Afghanistan,AFG,2020-07-06,283.42857,,2699.89072146897,1288.91493139503,5305.20694442619
Afghanistan,AFG,2020-07-07,306.57143,,2878.1147836528,1370.76169238334,5668.6825070985
Afghanistan,AFG,2020-07-08,296.71429,,2738.48859663561,1301.52735461945,5399.53774778513
Afghanistan,AFG,2020-07-09,259.57143,,2350.15816029829,1114.40769409971,4644.41689608385
Afghanistan,AFG,2020-07-10,269.42857,,2388.80834294715,1130.46367943217,4725.35178484181
Afghanistan,AFG,2020-07-11,291.71429,,2529.15677832428,1193.65770414635,5014.84375096855
Afghanistan,AFG,2020-07-12,254.14286,,2152.38504721607,1012.9084910803,4274.99731225256
Afghanistan,AFG,2020-07-13,214.28571,,1771.55069858607,831.324327748966,3528.84530301449
Afghanistan,AFG,2020-07-14,153,,1234.27176654401,577.382851342932,2465.40618823157
Afghanistan,AFG,2020-07-15,163.71429,,1288.68085899726,600.193405768103,2582.77860887474
Afghanistan,AFG,2020-07-16,191.57143,,1471.76806702631,682.607764081611,2960.27010244418
Afghanistan,AFG,2020-07-17,166,,1245.36198077008,575.09820691398,2512.67966393138
Afghanistan,AFG,2020-07-18,131.85714,,966.723252949218,444.42231202637,1956.57943515464
Afghanistan,AFG,2020-07-19,121.42857,,870.881713603577,398.679028661076,1766.95541072808
Afghanistan,AFG,2020-07-20,146.28571,,1027.50323418506,467.879633026336,2090.37869422277
Afghanistan,AFG,2020-07-21,165.71429,,1141.44684598875,518.013659278374,2328.92728156527
Afghanistan,AFG,2020-07-22,141,,953.800968788385,431.198501379557,1951.2187484652
Afghanistan,AFG,2020-07-23,131.57143,,875.404059091961,394.727399738209,1796.62152875953
Afghanistan,AFG,2020-07-24,122.57143,,803.421284758087,361.406882660751,1653.50366811022
Afghanistan,AFG,2020-07-25,106.71429,,690.241045882417,310.400335625905,1426.38850464113
Afghanistan,AFG,2020-07-26,122.28571,,781.8175890814,350.56287811981,1622.31031843386
Afghanistan,AFG,2020-07-27,112.57143,,712.573600583573,319.193328329189,1483.36159749038
Afghanistan,AFG,2020-07-28,107.57143,,675.288229874249,301.82138297573,1409.53047377837
Afghanistan,AFG,2020-07-29,106.28571,,662.766072602658,295.730443140937,1389.2497391562
Afghanistan,AFG,2020-07-30,79.42857,,492.752695988659,219.13176636111,1036.34205600584
Afghanistan,AFG,2020-07-31,87.71429,,542.162558719564,239.513868897493,1145.04502463807
Afghanistan,AFG,2020-08-01,96.28571,,593.803965830079,261.081048840218,1262.18041563422
Afghanistan,AFG,2020-08-02,79,,486.73609677066,212.686988395906,1042.51545961785
Afghanistan,AFG,2020-08-03,63.85714,,393.53445188793,170.610358209003,848.205865492947
Afghanistan,AFG,2020-08-04,54.14286,,334.115054471798,143.421553635056,728.790134650625
Afghanistan,AFG,2020-08-05,51.14286,,316.328755715518,134.279264363575,699.318786590155
Afghanistan,AFG,2020-08-06,60.71429,,376.708013001201,157.933045457431,846.057712230046
Afghanistan,AFG,2020-08-07,56.42857,,351.472251055026,145.5603297946,804.040586061771
Afghanistan,AFG,2020-08-08,43.57143,,272.591328072533,111.473078418118,638.867018229953
Afghanistan,AFG,2020-08-09,49.14286,,308.958124975842,124.58415456729,739.326648956781
Afghanistan,AFG,2020-08-10,49.14286,,310.574966357852,123.307996209556,761.543552481759
Afghanistan,AFG,2020-08-11,43.85714,,278.677330927546,108.750357989939,700.330555714647
Afghanistan,AFG,2020-08-12,62.85714,,,,
Afghanistan,AFG,2020-08-13,64.14286,,,,
Afghanistan,AFG,2020-08-14,69.57143,,,,
Afghanistan,AFG,2020-08-15,59.42857,,,,
Afghanistan,AFG,2020-08-16,71,,,,
Afghanistan,AFG,2020-08-17,77.42857,,,,
Afghanistan,AFG,2020-08-18,77.85714,,,,
Afghanistan,AFG,2020-08-19,47.14286,,,,
Afghanistan,AFG,2020-08-20,59.14286,,,,
Afghanistan,AFG,2020-08-21,61.71429,,,,
Afghanistan,AFG,2020-08-22,66.14286,,,,
Afghanistan,AFG,2020-08-23,64,,,,
Afghanistan,AFG,2020-08-24,57.57143,,,,
Afghanistan,AFG,2020-08-25,67.28571,,,,
Afghanistan,AFG,2020-08-26,67.42857,,,,
Afghanistan,AFG,2020-08-27,52.42857,,,,
Afghanistan,AFG,2020-08-28,39,,,,
Afghanistan,AFG,2020-08-29,35.14286,,,,
Afghanistan,AFG,2020-08-30,20.57143,,,,
Afghanistan,AFG,2020-08-31,23.28571,,,,
Afghanistan,AFG,2020-09-01,18,,,,
Afghanistan,AFG,2020-09-02,19.14286,,,,
Afghanistan,AFG,2020-09-03,16.71429,,,,
Afghanistan,AFG,2020-09-04,22.71429,,,,
Afghanistan,AFG,2020-09-05,23.42857,,,,
Afghanistan,AFG,2020-09-06,25.85714,,,,
Afghanistan,AFG,2020-09-07,33.71429,,,,
Afghanistan,AFG,2020-09-08,42.57143,,,,
Afghanistan,AFG,2020-09-09,45,,,,
Afghanistan,AFG,2020-09-10,43,,,,
Afghanistan,AFG,2020-09-11,40.57143,,,,
Afghanistan,AFG,2020-09-12,43.14286,,,,
Afghanistan,AFG,2020-09-13,45.28571,,,,
Afghanistan,AFG,2020-09-14,45.42857,,,,
Afghanistan,AFG,2020-09-15,45.85714,,,,
Afghanistan,AFG,2020-09-16,47.85714,,,,
Afghanistan,AFG,2020-09-17,46.85714,,,,
Afghanistan,AFG,2020-09-18,42.85714,,,,
Afghanistan,AFG,2020-09-19,44.71429,,,,
Afghanistan,AFG,2020-09-20,57.57143,,,,
Afghanistan,AFG,2020-09-21,46.85714,,,,
Afghanistan,AFG,2020-09-22,37,,,,
Afghanistan,AFG,2020-09-23,41.42857,,,,
Afghanistan,AFG,2020-09-24,42.57143,,,,
Afghanistan,AFG,2020-09-25,44.85714,,,,
Afghanistan,AFG,2020-09-26,39,,,,
Afghanistan,AFG,2020-09-27,26.14286,,,,
Afghanistan,AFG,2020-09-28,26.14286,,,,
Afghanistan,AFG,2020-09-29,23.57143,,,,
Afghanistan,AFG,2020-09-30,15.57143,,,,
Afghanistan,AFG,2020-10-01,14,,,,
Afghanistan,AFG,2020-10-02,14.14286,,,,
Afghanistan,AFG,2020-10-03,14,,,,
Afghanistan,AFG,2020-10-04,10,,,,
Afghanistan,AFG,2020-10-05,16.28571,,,,
Afghanistan,AFG,2020-10-06,35.28571,,,,
Afghanistan,AFG,2020-10-07,42,,,,
Afghanistan,AFG,2020-10-08,49.71429,,,,
Afghanistan,AFG,2020-10-09,58.28571,,,,
Afghanistan,AFG,2020-10-10,59,,,,
Afghanistan,AFG,2020-10-11,58,,,,
Afghanistan,AFG,2020-10-12,65.42857,,,,
Afghanistan,AFG,2020-10-13,63.14286,,,,
Afghanistan,AFG,2020-10-14,63.71429,,,,
Afghanistan,AFG,2020-10-15,58.57143,,,,
Afghanistan,AFG,2020-10-16,47.57143,,,,
Afghanistan,AFG,2020-10-17,52.85714,,,,
Afghanistan,AFG,2020-10-18,62.57143,,,,
Afghanistan,AFG,2020-10-19,57.28571,,,,
Afghanistan,AFG,2020-10-20,51.28571,,,,
Afghanistan,AFG,2020-10-21,54.42857,,,,
Afghanistan,AFG,2020-10-22,69.14286,,,,
Afghanistan,AFG,2020-10-23,85.71429,,,,
Afghanistan,AFG,2020-10-24,87.71429,,,,
Afghanistan,AFG,2020-10-25,89.57143,,,,
Afghanistan,AFG,2020-10-26,90.42857,,,,
Afghanistan,AFG,2020-10-27,106.42857,,,,
Afghanistan,AFG,2020-10-28,110,,,,
Afghanistan,AFG,2020-10-29,90.71429,,,,
Afghanistan,AFG,2020-10-30,91.71429,,,,
Afghanistan,AFG,2020-10-31,105.42857,,,,
Afghanistan,AFG,2020-11-01,104.71429,,,,
Afghanistan,AFG,2020-11-02,114.28571,,,,
Afghanistan,AFG,2020-11-03,99.42857,,,,
Afghanistan,AFG,2020-11-04,95.57143,,,,
Afghanistan,AFG,2020-11-05,112.85714,,,,
Afghanistan,AFG,2020-11-06,101,,,,
Afghanistan,AFG,2020-11-07,86.85714,,,,
Afghanistan,AFG,2020-11-08,94,,,,
Afghanistan,AFG,2020-11-09,86.57143,,,,
Afghanistan,AFG,2020-11-10,105,,,,
Afghanistan,AFG,2020-11-11,92.71429,,,,
Africa,,2020-01-02,0,,,,
Africa,,2020-01-03,0,,,,
Africa,,2020-01-04,0,,,,
Africa,,2020-01-05,0,,,,
Africa,,2020-01-06,0,,,,
Africa,,2020-01-07,0,,,,
Africa,,2020-01-08,0,,,,
Africa,,2020-01-09,0,,,,
Africa,,2020-01-10,0,,,,
Africa,,2020-01-11,0,,,,
Africa,,2020-01-12,0,,,,
Africa,,2020-01-13,0,,,,
Africa,,2020-01-14,0,,,,
Africa,,2020-01-15,0,,,,
Africa,,2020-01-16,0,,,,
Africa,,2020-01-17,0,,,,
Africa,,2020-01-18,0,,,,
Africa,,2020-01-19,0,,,,
Africa,,2020-01-20,0,,,,
Africa,,2020-01-21,0,,,,
Africa,,2020-01-22,0,,,,
Africa,,2020-01-23,0,,,,
Africa,,2020-01-24,0,,,,
Africa,,2020-01-25,0,,,,
Africa,,2020-01-26,0,,,,
Africa,,2020-01-27,0,,,,
Africa,,2020-01-28,0,,,,
Africa,,2020-01-29,0,,,,
Africa,,2020-01-30,0,,,,
Africa,,2020-01-31,0,,,,
Africa,,2020-02-01,0,,,,
Africa,,2020-02-02,0,,,,
Africa,,2020-02-03,0,,,,
Africa,,2020-02-04,0,,,,
Africa,,2020-02-05,0,,,,
Africa,,2020-02-06,0,,,,
Africa,,2020-02-07,0,,,,
Africa,,2020-02-08,0,,,,
Africa,,2020-02-09,0,,,,
Africa,,2020-02-10,0,,,,
Africa,,2020-02-11,0,,,,
Africa,,2020-02-12,0,,,,
Africa,,2020-02-13,0,,,,
Africa,,2020-02-14,0,,,,
Africa,,2020-02-15,0.14286,,,,
Africa,,2020-02-16,0.14286,,,,
Africa,,2020-02-17,0.14286,,,,
Africa,,2020-02-18,0.14286,,,,
Africa,,2020-02-19,0.14286,,,,
Africa,,2020-02-20,0.14286,,,,
Africa,,2020-02-21,0.14286,,,,
Africa,,2020-02-22,0,,,,
Africa,,2020-02-23,0,,,,
Africa,,2020-02-24,0,,,,
Africa,,2020-02-25,0,,,,
Africa,,2020-02-26,0.14286,,,,
Africa,,2020-02-27,0.14286,,,,
Africa,,2020-02-28,0.28571,,,,
Africa,,2020-02-29,0.28571,,,,
Africa,,2020-03-01,0.57143,,,,
Africa,,2020-03-02,0.71429,,,,
Africa,,2020-03-03,1.14286,,,,
Africa,,2020-03-04,1.28571,,,,
Africa,,2020-03-05,2.57143,,,,
Africa,,2020-03-06,3.71429,,,,
Africa,,2020-03-07,5.71429,,,,
Africa,,2020-03-08,5.57143,,,,
Africa,,2020-03-09,11,,,,
Africa,,2020-03-10,12.28571,,,,
Africa,,2020-03-11,13.42857,,,,
Africa,,2020-03-12,14,,,,
Africa,,2020-03-13,18.57143,,,,
Africa,,2020-03-14,22.71429,,,,
Africa,,2020-03-15,27.85714,,,,
Africa,,2020-03-16,34.42857,,,,
Africa,,2020-03-17,43.85714,,,,
Africa,,2020-03-18,55.57143,,,,
Africa,,2020-03-19,73.57143,,,,
Africa,,2020-03-20,83.57143,,,,
Africa,,2020-03-21,110.42857,,,,
Africa,,2020-03-22,133.85714,,,,
Africa,,2020-03-23,152.14286,,,,
Africa,,2020-03-24,190.85714,,,,
Africa,,2020-03-25,244.14286,,,,
Africa,,2020-03-26,293.85714,,,,
Africa,,2020-03-27,362,,,,
Africa,,2020-03-28,404.14286,,,,
Africa,,2020-03-29,421.14286,,,,
Africa,,2020-03-30,462.85714,,,,
Africa,,2020-03-31,485.57143,,,,
Africa,,2020-04-01,489,,,,
Africa,,2020-04-02,508.28571,,,,
Africa,,2020-04-03,515,,,,
Africa,,2020-04-04,529.14286,,,,
Africa,,2020-04-05,616.57143,,,,
Africa,,2020-04-06,649.42857,,,,
Africa,,2020-04-07,666.42857,,,,
Africa,,2020-04-08,699.71429,,,,
Africa,,2020-04-09,742.57143,,,,
Africa,,2020-04-10,771,,,,
Africa,,2020-04-11,777.71429,,,,
Africa,,2020-04-12,746.57143,,,,
Africa,,2020-04-13,763.85714,,,,
Africa,,2020-04-14,784.14286,,,,
Africa,,2020-04-15,822.42857,,,,
Africa,,2020-04-16,828.14286,,,,
Africa,,2020-04-17,864.14286,,,,
Africa,,2020-04-18,992.14286,,,,
Africa,,2020-04-19,1055.85714,,,,
Africa,,2020-04-20,1111.57143,,,,
Africa,,2020-04-21,1139.42857,,,,
Africa,,2020-04-22,1190.85714,,,,
Africa,,2020-04-23,1206.14286,,,,
Africa,,2020-04-24,1270.28571,,,,
Africa,,2020-04-25,1311.14286,,,,
Africa,,2020-04-26,1322.71429,,,,
Africa,,2020-04-27,1349.28571,,,,
Africa,,2020-04-28,1413.57143,,,,
Africa,,2020-04-29,1473.57143,,,,
Africa,,2020-04-30,1578.42857,,,,
Africa,,2020-05-01,1661.28571,,,,
Africa,,2020-05-02,1668.85714,,,,
Africa,,2020-05-03,1780,,,,
Africa,,2020-05-04,1812.42857,,,,
Africa,,2020-05-05,1994.28571,,,,
Africa,,2020-05-06,2039.42857,,,,
Africa,,2020-05-07,2134.57143,,,,
Africa,,2020-05-08,2179.42857,,,,
Africa,,2020-05-09,2439.85714,,,,
Africa,,2020-05-10,2551.57143,,,,
Africa,,2020-05-11,2708,,,,
Africa,,2020-05-12,2769.71429,,,,
Africa,,2020-05-13,2899.42857,,,,
Africa,,2020-05-14,2979.42857,,,,
Africa,,2020-05-15,3081.85714,,,,
Africa,,2020-05-16,2942.28571,,,,
Africa,,2020-05-17,2971.14286,,,,
Africa,,2020-05-18,3060.71429,,,,
Africa,,2020-05-19,3082.14286,,,,
Africa,,2020-05-20,3123,,,,
Africa,,2020-05-21,3207.42857,,,,
Africa,,2020-05-22,3453.71429,,,,
Africa,,2020-05-23,3611.42857,,,,
Africa,,2020-05-24,3816.57143,,,,
Africa,,2020-05-25,3870.42857,,,,
Africa,,2020-05-26,3954.14286,,,,
Africa,,2020-05-27,4045.14286,,,,
Africa,,2020-05-28,4221,,,,
Africa,,2020-05-29,4203.71429,,,,
Africa,,2020-05-30,4491,,,,
Africa,,2020-05-31,4781.57143,,,,
Africa,,2020-06-01,5012.42857,,,,
Africa,,2020-06-02,5245.85714,,,,
Africa,,2020-06-03,5395.57143,,,,
Africa,,2020-06-04,5377.57143,,,,
Africa,,2020-06-05,5791.71429,,,,
